Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,Alrdy see families going to ntuc. How are they going to check?,2020-05-20,12,Circuit Breaker,12,1,-11.168477081135562,6,0,0,56.2717555139388,4,0,0.0
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,"After CB, the government should not be using the criteria whether a biz is carrying out essential services to open in phase 1 or 2 or 3. Rather the criteria used by the government should be whether the company has put in place sufficient safe social distancing measures before it qualifies to be open for business. Shops have been closed for more than 2 months already. Rental and salaries still need to be paid. If shops are not allowed to open soon, all of us will be out of business. It is not fair to specify what kind of business can be open in the various phases. Please reconsider. Our livelihood is at stake",2020-05-21,110,Circuit Breaker,114,4,-10.336410384061498,26,3,1,3.477598621219661,0,1,1.0
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,"Only 1 to 2 ppl can visit family, but its ok for NDP to hv 80 to 100 staff👌🏻",2020-05-22,15,Circuit Breaker,19,1,-11.90683313252639,2,1,0,26.83520739783087,3,0,0.0
"""Grandparents and parents, please stay at home. Don't go visiting your children, because we do want to keep you safe at home."" .
.
After the CB ends on Jun. 1, up to 2 people from each household will be able to visit parents or grandparents staying elsewhere once a day, according to Health Minister Gan Kim Yong. However, seniors are advised not to leave their homes to visit family members.

He added that for seniors who have no children, exceptions will be made on appeal basis where their siblings or nieces and nephews can visit them.",2020-05-19 12:24:18+00:00,Is wearing mask in public places still enforce after CB is lifted?,2020-05-23,12,Circuit Breaker,12,1,-12.138300896305212,5,1,0,35.67576961818575,4,0,0.0
"Health Minister Gan Kim Yong said earlier today (May 15) at a press conference that the Multi Ministry Taskforce is ""making preparations to ease some of the circuit breaker restrictions"" and that most of the community cases appear to be related to ""work or households"". In order to control the transmissions between households and workplaces, telecommuting will still be here to stay.

Looks like you won't be going back to the office anytime soon.",2020-05-15 12:40:44+00:00,Must well don't go sec 3 lah,2020-05-16,5,Circuit Breaker,7,0,-14.097760627923467,1,0,0,56.2717555139388,4,0,0.0
"Health Minister Gan Kim Yong said earlier today (May 15) at a press conference that the Multi Ministry Taskforce is ""making preparations to ease some of the circuit breaker restrictions"" and that most of the community cases appear to be related to ""work or households"". In order to control the transmissions between households and workplaces, telecommuting will still be here to stay.

Looks like you won't be going back to the office anytime soon.",2020-05-15 12:40:44+00:00,@hidayahbeeve @latifahrbnyyh @jasiyafais so if they call us back we know they aint care about us 🤡,2020-05-16,13,Circuit Breaker,13,1,-13.08454601554626,3,1,2,36.84829056280765,4,0,0.0
"Health Minister Gan Kim Yong said earlier today (May 15) at a press conference that the Multi Ministry Taskforce is ""making preparations to ease some of the circuit breaker restrictions"" and that most of the community cases appear to be related to ""work or households"". In order to control the transmissions between households and workplaces, telecommuting will still be here to stay.

Looks like you won't be going back to the office anytime soon.",2020-05-15 12:40:44+00:00,President come and see in Singapore,2020-05-16,6,Circuit Breaker,6,0,-9.218739866022764,1,1,0,36.13113141451468,4,0,0.0
"Health Minister Gan Kim Yong said earlier today (May 15) at a press conference that the Multi Ministry Taskforce is ""making preparations to ease some of the circuit breaker restrictions"" and that most of the community cases appear to be related to ""work or households"". In order to control the transmissions between households and workplaces, telecommuting will still be here to stay.

Looks like you won't be going back to the office anytime soon.",2020-05-15 12:40:44+00:00,This statement is disconnected with the ground where most people live in small flats that are not conducive to work in. Not everyone has extra rooms they can convert into an office and the resources to build a decent work environment at home.,2020-05-16,43,Circuit Breaker,43,2,-10.19201263135338,9,1,0,7.879026457504058,1,0,1.0
"Health Minister Gan Kim Yong said earlier today (May 15) at a press conference that the Multi Ministry Taskforce is ""making preparations to ease some of the circuit breaker restrictions"" and that most of the community cases appear to be related to ""work or households"". In order to control the transmissions between households and workplaces, telecommuting will still be here to stay.

Looks like you won't be going back to the office anytime soon.",2020-05-15 12:40:44+00:00,can play mj or not impt,2020-05-16,6,Circuit Breaker,6,0,-13.3055938933587,2,1,0,408.4470075175717,4,0,0.0
"For the past 5 days, Singapore has had only single-digit community cases. At a press conference on 15 May, Minister Gan Kim Yong attributed the low count to circuit breaker measures, but also said an increase in cases was likely as more people go back to work. 
He added that there will be a focus on quarantine and contact tracing efforts to reduce the risk of large clusters forming again.",2020-05-15 12:29:35+00:00,"Those who do not love work and only want to depend on charity are looking forward to permanent Circuit Breaker. Of course, there will be cases but everyone who goes out must be responsible to ensure the safety measures. Those who are unwell must stay home. There are still high cases of dengue fever but we can't kill every mosquito. What about cancer? Many are incurable. But stop living and stop breathing?",2020-05-15,71,Circuit Breaker,72,3,-10.782973871265662,18,5,1,4.62482267419766,0,0,1.0
"For the past 5 days, Singapore has had only single-digit community cases. At a press conference on 15 May, Minister Gan Kim Yong attributed the low count to circuit breaker measures, but also said an increase in cases was likely as more people go back to work. 
He added that there will be a focus on quarantine and contact tracing efforts to reduce the risk of large clusters forming again.",2020-05-15 12:29:35+00:00,then just let mcdonalds close again lol,2020-05-15,7,Circuit Breaker,7,0,-13.22856119931584,1,0,0,56.2717555139388,4,0,0.0
"For the past 5 days, Singapore has had only single-digit community cases. At a press conference on 15 May, Minister Gan Kim Yong attributed the low count to circuit breaker measures, but also said an increase in cases was likely as more people go back to work. 
He added that there will be a focus on quarantine and contact tracing efforts to reduce the risk of large clusters forming again.",2020-05-15 12:29:35+00:00,Let's not get complacent now. Restarting will definitely come with a spike in cases. We have to be vigilant 🙏,2020-05-16,18,Circuit Breaker,19,1,-10.424825598423492,4,0,0,36.2620300904967,4,0,0.0
"For the past 5 days, Singapore has had only single-digit community cases. At a press conference on 15 May, Minister Gan Kim Yong attributed the low count to circuit breaker measures, but also said an increase in cases was likely as more people go back to work. 
He added that there will be a focus on quarantine and contact tracing efforts to reduce the risk of large clusters forming again.",2020-05-15 12:29:35+00:00,wah he don't need wear mask,2020-05-16,5,Circuit Breaker,6,0,-12.57103611868007,1,0,0,56.27175551393879,4,0,0.0
"For the past 5 days, Singapore has had only single-digit community cases. At a press conference on 15 May, Minister Gan Kim Yong attributed the low count to circuit breaker measures, but also said an increase in cases was likely as more people go back to work. 
He added that there will be a focus on quarantine and contact tracing efforts to reduce the risk of large clusters forming again.",2020-05-15 12:29:35+00:00,The amount of brainless people here are more worrying than the numbers spiking imo,2020-05-16,14,Circuit Breaker,14,1,-11.879509697137381,2,0,0,20.131424847007192,3,0,0.0
